,label,tweet,id,cleaned_text
1398,1,"You wanna hot body
You wanna Bugatti
You wanna Maserati
You better rob a bank bitch",1398,"you wanna hot body
you wanna bugatti
you wanna maserati
you better rob a bank bitch"
1399,1,"Jenna came for one pair of shoes. Took two pair &amp; four shirts. ""In case."" Her retarded ass is going to work. Lol",1399,jenna came for one pair of shoes took two pair  four shirts in case her retarded ass is going to work lol
1400,2,"@MrsZookeeper @Cornfrmr When Mary asked him about it, said ""the part you eat is white-you throw the yellow away""",1400,mrszookeeper cornfrmr when mary asked him about it said the part you eat is whiteyou throw the yellow away
1401,1,"@piersmorgan shut up with your arsenal already, you bitch!",1401,piersmorgan shut up with your arsenal already you bitch
1402,1,"""@RiahSM: #hoesaintloyal"" well they're hoes,no one expects them to be loyal",1402,riahsm hoesaintloyal well they are hoesno one expects them to be loyal
1403,1,"@tranSactionRAP nigga what u talkn bout?? Tell them hoes get on they DJ UNK shit if they ain't sucking, walk it out",1403,transactionrap nigga what u talkn bout tell them hoes get on they dj unk shit if they am not sucking walk it out
1404,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Hairy | Hairy Florence shoves a dildo in her hairy red pussy http://t.co/4DM8Fpcb2d",1404,pornandroidiphoneipadsexxxx  hairy  hairy florence shoves a dildo in her hairy red pussy 
1405,1,RT @Taste_My_Lips57 Say dat shit again RT @ThoughtsOfRandy: Bad bitches hate broke niggaz. + but you knew that already..,1405,rt tastemylips57 say dat shit again rt thoughtsofrandy bad bitches hate broke niggaz  but you knew that already
1406,1,RT @bigdawgsergio: Run up on a nigga get to squeezing hoe hahaa,1406,rt bigdawgsergio run up on a nigga get to squeezing hoe hahaa
1407,1,RT @CHlLDHOODRUINER: gotta keep these hoes on point http://t.co/gWeFICReBH,1407,rt chlldhoodruiner gotta keep these hoes on point 
1408,2,@Pepper_Redbone @Yankees @Mets Oh yeah. And the annoying damn duck calls?? They outta be banned. Duck horns??,1408,pepperredbone yankees mets oh yeah and the annoying damn duck calls they outta be banned duck horns
1409,1,"Im done with life""@Gmel_Genuine: Im just ready to wake up and have pussy for breakfast everyday""",1409,im done with lifegmelgenuine im just ready to wake up and have pussy for breakfast everyday
1410,2,@iStandy is he chunky?,1410,istandy is he chunky
1411,1,RT @Ooh_3b_kilt_em: #GlizzyGang bitch,1411,rt ooh3bkiltem glizzygang bitch
1412,1,My tail just said he dropped 20k to pay off the last of his student loans and clams he is broke. Nigga u just dropped 20k like its nothing,1412,my tail just said he dropped 20k to pay off the last of his student loans and clams he is broke nigga u just dropped 20k like its nothing
1413,1,"""@DBAB_Holloway: Check out our 12th man. #CowboysNation"" even with all those faggot ny fans in the stands",1413,dbabholloway check out our 12th man cowboysnation even with all those faggot ny fans in the stands
1414,2,HBA trash,1414,hba trash
1415,1,niggas not stepping up they still tryna get back in the day kinda pussy lol,1415,niggas not stepping up they still tryna get back in the day kinda pussy lol
1416,1,Good morning Monday I have my truck money full tank and I didn't do any homework. Your my bitch Monday,1416,good morning monday i have my truck money full tank and i did not do any homework your my bitch monday
1417,1,RT @Coolie_GBE300: When the side bitch try to approach you in public. http://t.co/GbbIob1Ots,1417,rt cooliegbe300 when the side bitch try to approach you in public 
1418,1,RT @imtiaralesha_: i never had a nigga taken from me &#128564;&#128514; . in order to take him from me he must not return &#128526;&#128520;&#128541; . keep that in mind bitch &#128129;,1418,rt imtiaralesha i never had a nigga taken from me 128564128514  in order to take him from me he must not return 128526128520128541  keep that in mind bitch 128129
1419,1,"RT @ShadowBeatz_Inc: I know you have me blocked, but next week bitch @KYR_SP33DY",1419,rt shadowbeatzinc i know you have me blocked but next week bitch kyrsp33dy
1420,1,pussy,1420,pussy
1421,1,It's out b day bitches!!!&#128540;&#128540; @koleworld4 http://t.co/IuKRTw2icw,1421,it is out b day bitches128540128540 koleworld4 
1422,1,"if bitches wanna nigga, get off the couch and go fine one&#128129;",1422,if bitches wanna nigga get off the couch and go fine one128129
1423,1,"""@airmaxlad1: Hot meat http://t.co/BRz8Imk5vK"" sexy as fuck scally lad. I would love to meet him and his trainers.",1423,airmaxlad1 hot meat  sexy as fuck scally lad i would love to meet him and his trainers
1424,1,After the leg workout I was put through today walking up the stairs is a straight up bitch! #ouch,1424,after the leg workout i was put through today walking up the stairs is a straight up bitch ouch
1425,1,"Completely off topic, idgaf about that pretty hoe tho",1425,completely off topic idgaf about that pretty hoe tho
1426,1,This is fucked up lmao #whore #bitch which one are you? #cheaters better go to maaco #dead http://t.co/nQ56ZkPjhj,1426,this is fucked up laughing my ass off whore bitch which one are you cheaters better go to maaco dead 
1427,1,RT @KiraLaJasmine: Shout out to my mama cause she ain't raise no hoe,1427,rt kiralajasmine shout out to my mama cause she am not raise no hoe
1428,1,"Man if a bad washington heights chick on Dyckman likes me grabs her pussy and yells out ""what's good son"" I'm still fuckin",1428,man if a bad washington heights chick on dyckman likes me grabs her pussy and yells out what is good son i am still fuckin
1429,2,@Blackman38Tide bandana Orian. They called me trailer trash for wearing my lil country getup &#128545;,1429,blackman38tide bandana orian they called me trailer trash for wearing my lil country getup 128545
1430,1,"I don't get why bitches blame the hoe their man cheated on them with..IT WAS BOTH THEIR FAULT,their boyfriend could've said ""no""",1430,i do not get why bitches blame the hoe their man cheated on them withit was both their faulttheir boyfriend couldve said no
1431,1,RT @daberellla: pop a Molly? why don't you hoes start poppin some birth control &#128138;&#128076;,1431,rt daberellla pop a molly why do not you hoes start poppin some birth control 128138128076
1432,1,Damn some Oreos would be so fucking clutch right now!!!,1432,damn some oreos would be so fucking clutch right now
1433,1,RT @FuckBoiRik: Ok seriously fuck the people who slam on their breaks when the light turns yellow. FLOOR THAT SHIT BITCH,1433,rt fuckboirik ok seriously fuck the people who slam on their breaks when the light turns yellow floor that shit bitch
1434,0,@NOT_UR_BRO @niccol3_xo lmao nigga shoulda said I would be balless bc dat cold bitch wont stop blowin me#swaagg,1434,noturbro niccol3xo laughing my ass off nigga shoulda said i would be balless bc dat cold bitch wont stop blowin meswaagg
1435,1,And a hoe gon be a hoe regardless,1435,and a hoe gon be a hoe regardless
1436,1,Married a skinny bitch but trickin wit a thick bitch.. She got sum big hips I call that boa a hypocrite,1436,married a skinny bitch but trickin wit a thick bitch she got sum big hips i call that boa a hypocrite
1437,1,@SchulzGrayson @Dswizzle3 lmfao and im still pulling hoes so how is that suppose to effect me is it suppose to hurt my felling fuck boy,1437,schulzgrayson dswizzle3 lmfao and im still pulling hoes so how is that suppose to effect me is it suppose to hurt my felling fuck boy
1438,1,no bitch I did not want to wear makeup,1438,no bitch i did not want to wear makeup
1439,1,Never give the next bitch an opportunity to prosper off of your name....,1439,never give the next bitch an opportunity to prosper off of your name
1440,1,"Broke bitches that talk shit, now them the bitches I stunt for &#9994;",1440,broke bitches that talk shit now them the bitches i stunt for 9994
1441,1,"20k tweets hoe, I'd like to thank all my supportive fans &#9996;&#65039; more tweets to come.",1441,20k tweets hoe i would like to thank all my supportive fans 999665039 more tweets to come
1442,1,RT @brianduroha1: Bitches ain't shit hoes ain't neither,1442,rt brianduroha1 bitches am not shit hoes am not neither
1443,1,Nicca n dis bitch playin games on his phone,1443,nicca n dis bitch playin games on his phone
1444,1,"I know Outback when I see Outback, hoe.",1444,i know outback when i see outback hoe
1445,1,OMG RT @Master_Bay: Have yall ever met a dyke who didn't have a kid?,1445,omg rt masterbay have yall ever met a dyke who did not have a kid
1446,1,Man I do have hoes and they are all in the same location &#128589;,1446,man i do have hoes and they are all in the same location 128589
1447,1,"If everybody already hit, Of course a nigga can't take you seriously.. Idk why hoes be so surprised..",1447,if everybody already hit of course a nigga cannot take you seriously idk why hoes be so surprised
1448,1,RT @billmanoussakis: Sinclair hoes don't care how fat they are. They all still wear yoga pants and belly shirts....,1448,rt billmanoussakis sinclair hoes do not care how fat they are they all still wear yoga pants and belly shirts
1449,1,RT @JamesAndDaniel: You can only call the Janoskians faggots if you're a Janoskianator,1449,rt jamesanddaniel you can only call the janoskians faggots if you are a janoskianator
1450,1,For all you hoes know I could be DJ Zetti,1450,for all you hoes know i could be dj zetti
1451,2,Man arrested after 40 opened nip bottles of vodka found in car http://t.co/VtusSbGHbR,1451,man arrested after 40 opened nip bottles of vodka found in car 
1452,1,@JerGucci she can suck dick tho that's better than brownies,1452,jergucci she can suck dick tho that is better than brownies
1453,1,@kels_oneill bring it bitch.,1453,kelsoneill bring it bitch
1454,1,Okay. I'll stop being a bitch now... Maybe &#128514;,1454,okay i will stop being a bitch now maybe 128514
1455,1,RT @DFkinLopes: Lying ass bitch http://t.co/vGUClaeNnt,1455,rt dfkinlopes lying ass bitch 
1456,1,"@Kelseyyvirginia @caylanashlee look here bitch if i wanted to be gramatically correct, i would have",1456,kelseyyvirginia caylanashlee look here bitch if i wanted to be gramatically correct i would have
1457,1,"RT @IKeepitRealer: ChrisBrown a bitch 4 hittin a Woman
JayZ a bitch 4 lettin a woman hit him
bitches needa make up ya mind &#128134;
Yah want yah a&#8230;",1457,"rt ikeepitrealer chrisbrown a bitch 4 hittin a woman
jayz a bitch 4 lettin a woman hit him
bitches needa make up ya mind 128134
yah want yah a8230"
1458,0,"@The_Red_Sea @shetheTRUTHtho say that shit to my face ""Bruh"" you a bitch for gettin in a man u dont know business. Handle yo own shit",1458,theredsea shethetruththo say that shit to my face bruh you a bitch for gettin in a man u dont know business handle yo own shit
1459,2,Finally got an updated pic with angel wing colored http://t.co/nWN9qRt5Xd,1459,finally got an updated pic with angel wing colored 
1460,0,@samzbikowski some negro amigo pulled a gun on Nate and I a few weeks ago. I was STOKED!&#128299;&#128299;&#128299;,1460,samzbikowski some negro amigo pulled a gun on nate and i a few weeks ago i was stoked128299128299128299
1461,1,RT @army_constancio: &#8220;@1ProudMahomiee: @army_constancio http://t.co/15iZirYyMj&#8221; bitches have me like..,1461,rt armyconstancio 82201proudmahomiee armyconstancio 8221 bitches have me like
1462,1,@CallMeBuffy sockin bitches in they mouf,1462,callmebuffy sockin bitches in they mouf
1463,1,RT @TryHardTee: @davidam_23 get downstairs and play me im fifa bitch,1463,rt tryhardtee davidam23 get downstairs and play me im fifa bitch
1464,1,RT @SenseiQuan: Hoes ain't shit RT @Now_Thats_Fresh: How superficial bitches are http://t.co/KIN2P59NjE,1464,rt senseiquan hoes am not shit rt nowthatsfresh how superficial bitches are 
1465,2,I like the Yankees toinight -107 http://t.co/J4rhaMBu,1465,i like the yankees toinight 107 
1466,1,RT @dahliafoxx: sick of bitches bitching about other bitches.,1466,rt dahliafoxx sick of bitches bitching about other bitches
1467,1,RT @Basedomg: im fukin yo bitch u mad as shit,1467,rt basedomg im fukin yo bitch u mad as shit
1468,2,RT @JoeyG_145: Downloaded flappy bird 5 minutes ago... It's already deleted.,1468,rt joeyg145 downloaded flappy bird 5 minutes ago it is already deleted
1469,1,Extra hard for these hoes.,1469,extra hard for these hoes
1470,1,"""@DoYou_Q: Got bitches in the DM but I don't ever read'em"" which is y your top 3",1470,doyouq got bitches in the dm but i do not ever readem which is y your top 3
1471,1,A lot of dumb bitches out here....,1471,a lot of dumb bitches out here
1472,1,"RT @Curvables: She play Quarterback, and got a cheerleader girlfriend... YUPP this hoe more of a man than I'll ever be. http://t.co/QlUUaJl&#8230;",1472,rt curvables she play quarterback and got a cheerleader girlfriend yupp this hoe more of a man than i will ever be 8230
1473,1,Im just a young niggah tryna live my life long,1473,im just a young niggah tryna live my life long
1474,1,"&#8220;@IsThatJamesBond: ""@BluntsNextDoor: Good pussy have a Nigga like http://t.co/PSBglHnq8Q"" funniest thing I've ever seen on my tl &#128557;&#128557;&#128557;&#8221;",1474,8220isthatjamesbond bluntsnextdoor good pussy have a nigga like  funniest thing i have ever seen on my tl 1285571285571285578221
1475,1,No time for bitch niggas.,1475,no time for bitch niggas
1476,1,"RT @cthagod: You know my motto ""It Ain't Tricking If She's Worth It"" but fuck first, trick later depending on the potency of the pussy.",1476,rt cthagod you know my motto it am not tricking if she is worth it but fuck first trick later depending on the potency of the pussy
1477,1,"If you got a good girl don't turn her into a ""bad bitch"".",1477,if you got a good girl do not turn her into a bad bitch
1478,2,"RT @nicoleyyrosiee: Remember in 2001 when the Yankees were in Boston and the crowd was cheering USA instead of ""Yankees suck"" I love baseba&#8230;",1478,rt nicoleyyrosiee remember in 2001 when the yankees were in boston and the crowd was cheering usa instead of yankees suck i love baseba8230
1479,1,"@TripleCz_3G @OffsetYRN lmao take off thru, quavo can't do shit but make hooks, offset da only 1 solid but I kno niccas been tellin him dat",1479,triplecz3g offsetyrn laughing my ass off take off thru quavo cannot do shit but make hooks offset da only 1 solid but i kno niccas been tellin him dat
1480,1,RT @RIPvuhsace: I deadass took this after i ate a darkskin bitch pussy the other day #NeverAgain http://t.co/IZFLyUDuGS,1480,rt ripvuhsace i deadass took this after i ate a darkskin bitch pussy the other day neveragain 
1481,1,http://t.co/bPU86qzYFt Crystal Star &#8211; Leggy and playful babe Crystal Star spreads her pussy for&#160;you http://t.co/lFKqRC0zXn,1481, crystal star 8211 leggy and playful babe crystal star spreads her pussy for160you 
1482,1,"I can't express how much I hate sam, he is by far hands down no questions asked my least favorite character , so bitch made #freaksandgeeks",1482,i cannot express how much i hate sam he is by far hands down no questions asked my least favorite character  so bitch made freaksandgeeks
1483,1,&#8220;@RspectMy_Pretty: If a bitch comes for me I hope she bout all that slick shit she yapping about &#128064;&#8221; Thuggin,1483,8220rspectmypretty if a bitch comes for me i hope she bout all that slick shit she yapping about 1280648221 thuggin
1484,2,"RT @JonHorstHoyer: ""Lester, the parasitic spider monkey, had 1 redeeming quality: he ran the boat, &amp; the boat attracted women."" 'ONLY IN #C&#8230;",1484,rt jonhorsthoyer lester the parasitic spider monkey had 1 redeeming quality he ran the boat  the boat attracted women only in c8230
1485,1,@5Dimes fuck you tony...you greaseball piece of shit-,1485,5dimes fuck you tonyyou greaseball piece of shit
1486,0,Lmaooo RT @Handsomeesco_55 She a tranny if she can open a jar of pickles by herself,1486,lmaooo rt handsomeesco55 she a tranny if she can open a jar of pickles by herself
1487,1,Hoes be bringing they friends around they nigga and they nigga end up fucking with the bitch friend and the bitch don't even kno,1487,hoes be bringing they friends around they nigga and they nigga end up fucking with the bitch friend and the bitch do not even kno
1488,1,Remember when I would spank everyone in meme wars? Because I do #faggots,1488,remember when i would spank everyone in meme wars because i do faggots
1489,1,"RT @Ohhwhoops: Smack a bitch.

Bitches love hand prints on their ass.",1489,"rt ohhwhoops smack a bitch

bitches love hand prints on their ass"
1490,1,@karlamorenoo aha your welcome niggah &#128520;,1490,karlamorenoo aha your welcome niggah 128520
1491,1,RT @MrPerfect_22: Most of these niggas go broke for these hoes !!,1491,rt mrperfect22 most of these niggas go broke for these hoes 
1492,1,RT @xDSmooth: @IzThat_xp @1BookieG lmao niggah this is twitter my Kenosha bitches can't be trained like my Florida bitches,1492,rt xdsmooth izthatxp 1bookieg laughing my ass off niggah this is twitter my kenosha bitches cannot be trained like my florida bitches
1493,1,Lord RT @Bbbnnnnnnas: @cocainemodel just shut up you pathetic ass bitch you're so worthless,1493,lord rt bbbnnnnnnas cocainemodel just shut up you pathetic ass bitch you are so worthless
1494,1,"Niggas cant stand me cuz they bitches be feelin a nigga . Get mad at yo so called ""girl""",1494,niggas cant stand me cuz they bitches be feelin a nigga  get mad at yo so called girl
1495,1,RT @1RudeAssNinja: @Yung_N_GettinIt @carleycarllz bro don't argue with these rejected ass Disney models bitches better go play in some food&#8230;,1495,rt 1rudeassninja yungngettinit carleycarllz bro do not argue with these rejected ass disney models bitches better go play in some food8230
1496,1,@Rosaalbae @iH8TvvitterHoes faggot but you sent me hella nudes. Hmmmm,1496,rosaalbae ih8tvvitterhoes faggot but you sent me hella nudes hmmmm
1497,1,greatwhiteprivilege: straight people are like &#8220;can we all just be nice to each other&#8221; and queer people are... http://t.co/MiKfbLNZII,1497,greatwhiteprivilege straight people are like 8220can we all just be nice to each other8221 and queer people are 
1498,1,RT @xDSmooth: This niggah said her lips dry ass hell lmao &#128514;&#128514;&#128514;&#128514;,1498,rt xdsmooth this niggah said her lips dry ass hell laughing my ass off 128514128514128514128514
1499,1,"RT @BriWh0: Niggas gossip like hoes, most of 'em bitches",1499,rt briwh0 niggas gossip like hoes most of em bitches
1500,1,"&#8220;@BasedDevJay: bruh i'm telling you if she got 
zebra print bed sheets 9/10 she a hoe&#8221; @rachel_dority &#128514;&#128514;&#128514;",1500,"8220baseddevjay bruh i am telling you if she got 
zebra print bed sheets 910 she a hoe8221 racheldority 128514128514128514"
1501,1,"RT @nandotrash: Tell a girl to ""calm down"" she'll act like you just kicked her in the pussy",1501,rt nandotrash tell a girl to calm down she will act like you just kicked her in the pussy
1502,1,Nawwww If you a hoe you sittin on the floor and not my damn couuuuuch&#128131;,1502,nawwww if you a hoe you sittin on the floor and not my damn couuuuuch128131
1503,1,RT @OGBEARD: Some of y'all bitches can't even grow this on yo damn head http://t.co/lYKqlHq0wT,1503,rt ogbeard some of you all bitches cannot even grow this on yo damn head 
1504,1,"RT @illest_qveen: im sick of bitches , bitching about other bitches &#128530;",1504,rt illestqveen im sick of bitches  bitching about other bitches 128530
1505,2,So now been trill is trash cus asap said so &#128533; ok,1505,so now been trill is trash cus asap said so 128533 ok
1506,1,RT and pass that bitch http://t.co/YoLSpKhiC0,1506,rt and pass that bitch 
1507,2,only my school wouldnt give kids their schedules... #ghetto,1507,only my school wouldnt give kids their schedules ghetto
1508,1,Dey gave da wrong nicca money,1508,dey gave da wrong nicca money
1509,2,@contrarian11 @YouTube yeah. great song. just watching the MSG concert of 1990 Yankee Stadium gig.,1509,contrarian11 youtube yeah great song just watching the msg concert of 1990 yankee stadium gig
1510,2,@MissYankee @Sportsteamnews Looking at the Royals and wondering what could have been if we didn't decimate the Yankee farm system.,1510,missyankee sportsteamnews looking at the royals and wondering what could have been if we did not decimate the yankee farm system
1511,1,Moving is always a bitch.. I'm excited for Dallas though.,1511,moving is always a bitch i am excited for dallas though
1512,1,RT @DailyRapFacts: .@YG is the voice behind @DJmustard&#8217;s &#8220;Mustard on the beat hoe,1512,rt dailyrapfacts yg is the voice behind djmustard8217s 8220mustard on the beat hoe
1513,2,I'm not from the ghetto.,1513,i am not from the ghetto
1514,2,RT @cwissi: beanies for life &#9697;&#776;&#8413; http://t.co/iywPwmPGTu,1514,rt cwissi beanies for life 96977768413 
1515,1,Me and da @iamcolinquinn gonna do a reboot of da Jeffersons. Only dis time he gonna be Weezy and we married pre op trannies,1515,me and da iamcolinquinn gonna do a reboot of da jeffersons only dis time he gonna be weezy and we married pre op trannies
1516,2,Goodbye hop plants ! Time to dink u!!!! Luv it!!! http://t.co/ImsIE8MKJm,1516,goodbye hop plants  time to dink u luv it 
1517,1,@slings_x_arrows Equality niggah,1517,slingsxarrows equality niggah
1518,1,@BlizzyLC now that ur tour over come kick it with ya nig in the MIA....,1518,blizzylc now that ur tour over come kick it with ya nig in the mia
1519,1,RT @elchavaloko: Wouldn't mind driving up to ghetto ass chula vista just to slap the shit out of gyro and watch him stand there and just ta&#8230;,1519,rt elchavaloko wouldnt mind driving up to ghetto ass chula vista just to slap the shit out of gyro and watch him stand there and just ta8230
1520,1,"RT @intelwire: Twitter is suspending the shit out of IS, multiple iterations of new regional accounts opening today and suspended within ho&#8230;",1520,rt intelwire twitter is suspending the shit out of is multiple iterations of new regional accounts opening today and suspended within ho8230
1521,1,RT @souljaboy: @kmichelle ur pussy smell like dumpster juice &#128169;,1521,rt souljaboy kmichelle ur pussy smell like dumpster juice 128169
1522,1,"@amck73 And because it sounds like there is NO prenup, he's gonna cash in, not her. He apparently has ghetto credit. 'magine that?!",1522,amck73 and because it sounds like there is no prenup he is gonna cash in not her he apparently has ghetto credit magine that
1523,1,@LovelyAumeri I thought you was talm bout the school wifi I was gon say all you had to do was ask a bitch &#128514;&#128557;,1523,lovelyaumeri i thought you was talm bout the school wifi i was gon say all you had to do was ask a bitch 128514128557
1524,2,"RT @Yankees: VICTORY! #Yankees outlast A's, 10-9 in 14 innings. Eduardo Nunez the hero, and oh yeah, FIRST PLACE still resides in the Bronx.",1524,rt yankees victory yankees outlast as 109 in 14 innings eduardo nunez the hero and oh yeah first place still resides in the bronx
1525,1,RT @urbandictionary: @The2kGod nigger: A fully grown niglet http://t.co/HJKlNHDrWT http://t.co/x6y5XKKPMq,1525,rt urbandictionary the2kgod nigger a fully grown niglet  
1526,1,A hoe gone be a hoe they ain't &#128175;,1526,a hoe gone be a hoe they am not 128175
1527,1,"RT @PinkSapph: If a hoe is talking to your man, she's not the problem, he is. The fact that hoes feel welcomed reflects on how he acts behi&#8230;",1527,rt pinksapph if a hoe is talking to your man she is not the problem he is the fact that hoes feel welcomed reflects on how he acts behi8230
1528,1,I'll have these bitches havin baby's every week,1528,i will have these bitches havin babys every week
1529,2,Never turned my back on the birds,1529,never turned my back on the birds
1530,2,lol @ that tweet zebra.,1530,lol  that tweet zebra
1531,1,"""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu..""",1531,dommoneek little stupid as bitch i do not fuck with yoooooouuuu
1532,1,@hunterbuch66 @kieffer_jason @sbsylvester my bitch doesn't even know you so wtf r u talking about nigga stop fucking dreaming,1532,hunterbuch66 kiefferjason sbsylvester my bitch does not even know you so wtf r u talking about nigga stop fucking dreaming
1533,0,"@JuanYeeze damn took this dumb spic nearly 2 days to respond, wuz really good tho beaner?",1533,juanyeeze damn took this dumb spic nearly 2 days to respond wuz really good tho beaner
1534,1,"RT @yaboybillnye: its funny when sluts say ""u just mad cause I'm 100% real"" its like no bitch #swerve cuz u actually about 65% water gtfo",1534,rt yaboybillnye its funny when sluts say u just mad cause i am 100 real its like no bitch swerve cuz u actually about 65 water gtfo
1535,1,In order to be a real nicca you gots to be REAL nicca!,1535,in order to be a real nicca you gots to be real nicca
1536,2,RT @WFANTrades: Don't know how you Yankees fans listen to Kay every night. Absolutely brutal. Just nonsensical blah blah blah blah. Radio n&#8230;,1536,rt wfantrades do not know how you yankees fans listen to kay every night absolutely brutal just nonsensical blah blah blah blah radio n8230
1537,1,#OnlyInAMichaelMyersMovie bitch is running a hundred meter dash on this niqqa WHOS ACTUALLY TAKING HIS TIME WALKING &amp; u still get killed,1537,onlyinamichaelmyersmovie bitch is running a hundred meter dash on this niqqa whos actually taking his time walking  u still get killed
1538,2,"RT @NightValeRadio: A quick lesson on the birds and the bees: The birds are looming, oily, sudden. The bees are bulbous, shrieking, hungry.&#8230;",1538,rt nightvaleradio a quick lesson on the birds and the bees the birds are looming oily sudden the bees are bulbous shrieking hungry8230
1539,1,"RT @scott1023: ""I said thin mints bitch"". http://t.co/yRVQjxeyqO",1539,rt scott1023 i said thin mints bitch 
1540,1,I'll keep all comments to myself about tho.... I'll just laugh about it with my nigs,1540,i will keep all comments to myself about tho i will just laugh about it with my nigs
1541,2,I learnt about birds as a child. Best time to learn @BBCRadio2,1541,i learnt about birds as a child best time to learn bbcradio2
1542,1,I can fuck yo bitch and you can't,1542,i can fuck yo bitch and you cannot
1543,0,"@Alicia112794 So basically you like the background music, fag.",1543,alicia112794 so basically you like the background music fag
1544,1,"Niggas be like when they see they side bitch cashin another nigga ""@MikeDiggEm: Hello mutha fucka.......""",1544,niggas be like when they see they side bitch cashin another nigga mikediggem hello mutha fucka
1545,1,#wcw all the bad bitches &#128069;&#128166;,1545,wcw all the bad bitches 128069128166
1546,2,This my dog telling me he is done playing frisbee for now.. lazy mutt http://t.co/l4AocjczsH,1546,this my dog telling me he is done playing frisbee for now lazy mutt 
1547,1,@Swaggyb20 Johans a free agent harveys hurt you retard. and its valverde* #ignorance,1547,swaggyb20 johans a free agent harveys hurt you retard and its valverde ignorance
1548,1,RT @phatsyeo215: these bitches ain't real. &#128514;,1548,rt phatsyeo215 these bitches am not real 128514
1549,1,@Cuauhtli02 @saucygyro @CoffeeManElliot he called the Kidd a pussy or something,1549,cuauhtli02 saucygyro coffeemanelliot he called the kidd a pussy or something
1550,1,Watch how i stop talking &amp;&amp; the bitch still tweets,1550,watch how i stop talking  the bitch still tweets
1551,1,RT @BasedPaco: I'm just a normal ass dude that has no hoes and happens to be funny every once in a while,1551,rt basedpaco i am just a normal ass dude that has no hoes and happens to be funny every once in a while
1552,1,Rikanya &lt;&lt;&lt; &#128557; get this bitch out my DM,1552,rikanya  128557 get this bitch out my dm
1553,1,RT @xx_lowkeychayy: I let these bitches talk. that's just free promotion &#128079;.,1553,rt xxlowkeychayy i let these bitches talk that is just free promotion 128079
1554,1,I can see ya hoes &amp; all of em nothin'.,1554,i can see ya hoes  all of em nothin
1555,2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/pxwlZkWaCs,1555,9733 best asian massage on the park slope top rated spa 9733 7186220221  24 
1556,1,"RT @FunnyOrTips: ugly people: taken &#128143; 

nerds: taken &#128143; 

hoes: taken &#128143; 

everybody: taken &#128143; 

me: &#128694;",1556,"rt funnyortips ugly people taken 128143 

nerds taken 128143 

hoes taken 128143 

everybody taken 128143 

me 128694"
1557,1,RT @Mr_JSmart24: Man I would be happy as a fat bitch in Chipotle if Atlanta get Clowney&#8230;but its gone cost to go get him and I'll be happy w&#8230;,1557,rt mrjsmart24 man i would be happy as a fat bitch in chipotle if atlanta get clowney8230but its gone cost to go get him and i will be happy w8230
1558,2,top layer trash.,1558,top layer trash
1559,2,When Charlie tries to walk into my room and it can't remember if I locked the door or not http://t.co/FrTigzzPQf,1559,when charlie tries to walk into my room and it cannot remember if i locked the door or not 
1560,1,@Badassjae fuck no my school boring and ghetto,1560,badassjae fuck no my school boring and ghetto
1561,1,"RT @collegefession: ""All you need in life is bottles, bitches, and life lessons."" - Sam Houston State",1561,rt collegefession all you need in life is bottles bitches and life lessons  sam houston state
1562,1,"I hate a ""I used to talk to her/him"" nigga or bitch like foh hater &#128530; we never talked u jus know em",1562,i hate a i used to talk to herhim nigga or bitch like foh hater 128530 we never talked u jus know em
1563,1,"@Rotten_Soil @CaptFaggotpants 
You boys sure come up wit some crazy names. In my day, we never talked about no faggots",1563,"rottensoil captfaggotpants 
you boys sure come up wit some crazy names in my day we never talked about no faggots"
1564,1,drop it a day early fuck niggas need to hear it now &#8220;@YoungGizzle_: #ED1 was so hard &#128293;but that's trash compared to #ED2&#8221;,1564,drop it a day early fuck niggas need to hear it now 8220younggizzle ed1 was so hard 128293but that is trash compared to ed28221
1565,1,"RT @UmChillBreaux: it's never about the hoes he's entertaining , it's always about the fact that he's entertaining these hoes !",1565,rt umchillbreaux it is never about the hoes he is entertaining  it is always about the fact that he is entertaining these hoes 
1566,1,It gets me mad when a Mexicans go against Mexico like wtf support your team bitch,1566,it gets me mad when a mexicans go against mexico like wtf support your team bitch
1567,1,RT @_Becool4: &#8220;@Lil_swahh: The face you make before you tell a bitch about herself http://t.co/Jvm1k8togx&#8221;&lt;&lt; I make dat face too much,1567,rt becool4 8220lilswahh the face you make before you tell a bitch about herself 8221 i make dat face too much
1568,1,RT @Gabriel_Montoya: RT &#8220;@Brandon_Rios1: @Gabriel_Montoya fuck u bitch hope I don't see u bitch cuz I would love for u to tell me to my fac&#8230;,1568,rt gabrielmontoya rt 8220brandonrios1 gabrielmontoya fuck u bitch hope i do not see u bitch cuz i would love for u to tell me to my fac8230
1569,1,Stupid bitch,1569,stupid bitch
1570,1,@KenSuttling That twat Barry Hearne.It would seem to be all about there was no option for teams to share the venue.,1570,kensuttling that twat barry hearneit would seem to be all about there was no option for teams to share the venue
1571,0,Have you Eva asked a nicca where dey got sum fake designer frm,1571,have you eva asked a nicca where dey got sum fake designer frm
1572,1,Smoke sesh niggah what u mean,1572,smoke sesh niggah what u mean
